round,player,move,redPoints,bluePoints,yellowPoints,greenPoints,moveNote,origin,destination,piece,capture,checkmate_target,redMaterial,blueMaterial,yellowMaterial,greenMaterial,redNumPieces,blueNumPieces,yellowNumPieces,greenNumPieces
8,blue,Bxf14,0,0,0,0,Bb10xBf14,b10,f14,Bishop,1,,43,43,38,43,16,16,15,16
8,yellow,Kxf14,0,5,0,0,Kg14xBf14,g14,f14,King,1,,43,38,38,43,16,15,15,16
8,green,Bm7,0,5,5,0,Bn6-m7,n6,m7,Bishop,0,,43,38,38,43,16,15,15,16
9,red,g8=Q,0,5,5,0,g7-g8=D,g7,g8,Queen,0,,51,38,38,43,16,15,15,16
9,blue,Bc6,0,5,5,0,Bb5-c6,b5,c6,Bishop,0,,51,38,38,43,16,15,15,16
9,yellow,h7=Q,0,5,5,0,h8-h7=D,h8,h7,Queen,0,,51,38,46,43,16,15,15,16
9,green,k8,0,5,5,0,m8-k8,m8,k8,Pawn,0,,51,38,46,43,16,15,15,16
10,red,Qg2,0,5,5,0,Qg8-g2,g8,g2,Queen,0,,51,38,46,43,16,15,15,16
10,blue,Ka9,0,5,5,0,Ka8-a9,a8,a9,King,0,,51,38,46,43,16,15,15,16
10,yellow,Ke13,0,5,5,0,Kf14-e13,f14,e13,King,0,,51,38,46,43,16,15,15,16
10,green,k9,0,5,5,0,m9-k9,m9,k9,Pawn,0,,51,38,46,43,16,15,15,16
11,red,e4,0,5,5,0,e2-e4,e2,e4,Pawn,0,,51,38,46,43,16,15,15,16
11,blue,c11,0,5,5,0,b11-c11,b11,c11,Pawn,0,,51,38,46,43,16,15,15,16
11,yellow,Nf12,0,5,5,0,Ne14-f12,e14,f12,Knight,0,,51,38,46,43,16,15,15,16
11,green,j8,0,5,5,0,k8-j8,k8,j8,Pawn,0,,51,38,46,43,16,15,15,16
12,red,Ng5,0,5,5,0,Nf3-g5,f3,g5,Knight,0,,51,38,46,43,16,15,15,16
12,blue,Ka10,0,5,5,0,Ka9-a10,a9,a10,King,0,,51,38,46,43,16,15,15,16
12,yellow,Qh13,0,5,5,0,Qh7-h13,h7,h13,Queen,0,,51,38,46,43,16,15,15,16
12,green,Bxd1,0,5,5,0,Bm10xRd1,m10,d1,Bishop,1,,46,38,46,43,15,15,15,16
13,red,Nf3,0,5,5,5,Ng5-f3,g5,f3,Knight,0,,46,38,46,43,15,15,15,16
13,blue,Qa9,0,5,5,5,Qa7-a9,a7,a9,Queen,0,,46,38,46,43,15,15,15,16
13,yellow,j12,0,5,5,5,j13-j12,j13,j12,Pawn,0,,46,38,46,43,15,15,15,16
13,green,Nl9,0,5,5,5,Nk11-l9,k11,l9,Knight,0,,46,38,46,43,15,15,15,16
14,red,Qh3,0,5,5,5,Qg2-h3,g2,h3,Queen,0,,46,38,46,43,15,15,15,16
14,blue,d11+,0,5,5,5,c11-d11+,c11,d11,Pawn,0,,46,38,46,43,15,15,15,16
14,yellow,d12,0,5,5,5,d13-d12,d13,d12,Pawn,0,,46,38,46,43,15,15,15,16
14,green,Bxf3+,0,5,5,5,Bd1xNf3+,d1,f3,Bishop,1,,43,38,46,43,14,15,15,16
15,red,Qxf3,0,5,5,8,Qh3xBf3,h3,f3,Queen,1,,43,38,46,38,14,15,15,15
15,blue,11xe12,5,5,5,8,d11xe12,d11,e12,Pawn,1,,43,38,45,38,14,15,14,15
15,yellow,fxe12,5,6,5,8,f13xe12,f13,e12,Pawn,1,,43,37,45,38,14,14,14,15
15,green,Rn9,5,6,6,8,Rn11-n9,n11,n9,Rook,0,,43,37,45,38,14,14,14,15
16,red,Be2,5,6,6,8,Bf1-e2,f1,e2,Bishop,0,,43,37,45,38,14,14,14,15
16,blue,d7,5,6,6,8,b7-d7,b7,d7,Pawn,0,,43,37,45,38,14,14,14,15
16,yellow,k11,5,6,6,8,k12-k11,k12,k11,Pawn,0,,43,37,45,38,14,14,14,15
16,green,Nk7,5,6,6,8,Nl9-k7,l9,k7,Knight,0,,43,37,45,38,14,14,14,15
17,red,Qm10,5,6,6,8,Qf3-m10,f3,m10,Queen,0,,43,37,45,38,14,14,14,15
17,blue,Bb7,5,6,6,8,Bc6-b7,c6,b7,Bishop,0,,43,37,45,38,14,14,14,15
17,yellow,Qxb7,5,6,6,8,Qh13xBb7,h13,b7,Queen,1,,43,32,45,38,14,13,14,15
17,green,Rm9,5,6,11,8,Rn9-m9,n9,m9,Rook,0,,43,32,45,38,14,13,14,15
18,red,Qxm9,5,6,11,8,Qm10xRm9,m10,m9,Queen,1,,43,32,45,33,14,13,14,14
18,blue,Nxb7,10,6,11,8,Na5xQb7,a5,b7,Knight,1,,43,32,36,33,14,13,13,14
18,yellow,kxl10,10,7,11,8,k11xl10,k11,l10,Pawn,1,,43,32,36,32,14,13,13,13
18,green,11xl10,10,7,12,8,m11xl10,m11,l10,Pawn,1,,43,32,35,32,14,13,12,13
19,red,Qxn8+,10,7,12,9,Qm9xQn8+,m9,n8,Queen,1,,43,32,35,23,14,13,12,12
19,blue,Nb11,19,7,12,9,Nc9-b11,c9,b11,Knight,0,,43,32,35,23,14,13,12,12
19,yellow,Bxb7,19,7,12,9,Bi14xNb7,i14,b7,Bishop,1,,43,29,35,23,14,12,12,12
19,green,Bxn8,19,7,15,9,Bm7xQn8,m7,n8,Bishop,1,,34,29,35,23,13,12,12,12
20,red,f4,19,7,15,10,f2-f4,f2,f4,Pawn,0,,34,29,35,23,13,12,12,12
20,blue,Nd10,19,7,15,10,Nb11-d10,b11,d10,Knight,0,,34,29,35,23,13,12,12,12
20,yellow,g12,19,7,15,10,g13-g12,g13,g12,Pawn,0,,34,29,35,23,13,12,12,12
20,green,O-O,19,7,15,10,O-O,n7,n5,King,0,,34,29,35,23,13,12,12,12
21,red,f5,19,7,15,10,f4-f5,f4,f5,Pawn,0,,34,29,35,23,13,12,12,12
21,blue,Nxe12,19,7,15,10,Nd10xe12,d10,e12,Knight,1,,34,29,34,23,13,12,11,12
21,yellow,Kxe12,19,8,15,10,Ke13xNe12,e13,e12,King,1,,34,26,34,23,13,11,11,12
21,green,k10,19,8,18,10,l10-k10,l10,k10,Pawn,0,,34,26,34,23,13,11,11,12
22,red,Nk4,19,8,18,10,Ni3-k4,i3,k4,Knight,0,,34,26,34,23,13,11,11,12
22,blue,Qa5,19,8,18,10,Qa9-a5,a9,a5,Queen,0,,34,26,34,23,13,11,11,12
22,yellow,Qh10,19,8,18,10,Qh14-h10,h14,h10,Queen,0,,34,26,34,23,13,11,11,12
22,green,j10,19,8,18,10,k10-j10,k10,j10,Pawn,0,,34,26,34,23,13,11,11,12
23,red,Nxl6+,19,8,18,10,Nk4xNl6+,k4,l6,Knight,1,,34,26,34,20,13,11,11,11
23,blue,Qd8,22,8,18,10,Qa5-d8,a5,d8,Queen,0,,34,26,34,20,13,11,11,11
23,yellow,Be10,22,8,18,10,Bb7-e10,b7,e10,Bishop,0,,34,26,34,20,13,11,11,11
23,green,Bxl6,22,8,18,10,Bn8xNl6,n8,l6,Bishop,1,,31,26,34,20,12,11,11,11
24,red,Rj1,22,8,18,13,Rk1-j1,k1,j1,Rook,0,,31,26,34,20,12,11,11,11
24,blue,Qe8,22,8,18,13,Qd8-e8,d8,e8,Queen,0,,31,26,34,20,12,11,11,11
24,yellow,d11,22,8,18,13,d12-d11,d12,d11,Pawn,0,,31,26,34,20,12,11,11,11
24,green,i8,22,8,18,13,j8-i8,j8,i8,Pawn,0,,31,26,34,20,12,11,11,11
25,red,i3,22,8,18,13,i2-i3,i2,i3,Pawn,0,,31,26,34,20,12,11,11,11
25,blue,Qe7,22,8,18,13,Qe8-e7,e8,e7,Queen,0,,31,26,34,20,12,11,11,11
25,yellow,Qxe7,22,8,18,13,Qh10xQe7,h10,e7,Queen,1,,31,17,34,20,12,10,11,11
25,green,h8,22,8,27,13,i8-h8,i8,h8,Pawn,0,,31,17,34,20,12,10,11,11
26,red,f6,22,8,27,13,f5-f6,f5,f6,Pawn,0,,31,17,34,20,12,10,11,11
26,blue,6xe7,22,8,27,13,d6xQe7,d6,e7,Pawn,1,,31,17,25,20,12,10,10,11
26,yellow,dxc10,22,17,27,13,d11xc10,d11,c10,Pawn,1,,31,16,25,20,12,9,10,11
26,green,j9,22,17,28,13,k9-j9,k9,j9,Pawn,0,,31,16,25,20,12,9,10,11
27,red,f7,22,17,28,13,f6-f7,f6,f7,Pawn,0,,31,16,25,20,12,9,10,11
27,blue,c9,22,17,28,13,b9-c9,b9,c9,Pawn,0,,31,16,25,20,12,9,10,11
27,yellow,Nh13,22,17,28,13,Nj14-h13,j14,h13,Knight,0,,31,16,25,20,12,9,10,11
27,green,i9,22,17,28,13,j9-i9,j9,i9,Pawn,0,,31,16,25,20,12,9,10,11
28,red,Qg5,22,17,28,13,Qg1-g5,g1,g5,Queen,0,,31,16,25,20,12,9,10,11
28,blue,Rb11,22,17,28,13,Ra11-b11,a11,b11,Rook,0,,31,16,25,20,12,9,10,11
28,yellow,Rxd7,22,17,28,13,Rd14xd7,d14,d7,Rook,1,,31,15,25,20,12,8,10,11
28,green,h9,22,17,29,13,i9-h9,i9,h9,Pawn,0,,31,15,25,20,12,8,10,11
29,red,Qxc5,22,17,29,13,Qg5xc5,g5,c5,Queen,1,,31,14,25,20,12,7,10,11
29,blue,Ra9,23,17,29,13,Ra4-a9,a4,a9,Rook,0,,31,14,25,20,12,7,10,11
29,yellow,i11,23,17,29,13,i12-i11,i12,i11,Pawn,0,,31,14,25,20,12,7,10,11
29,green,10xi11,23,17,29,13,j10xi11,j10,i11,Pawn,1,,31,14,24,20,12,7,9,11
30,red,Qh5,23,17,29,14,Qc5-h5,c5,h5,Queen,0,,31,14,24,20,12,7,9,11
30,blue,Ka11,23,17,29,14,Ka10-a11,a10,a11,King,0,,31,14,24,20,12,7,9,11
30,yellow,jxi11,23,17,29,14,j12xi11,j12,i11,Pawn,1,,31,14,24,19,12,7,9,10
30,green,Nl5,23,17,30,14,Nk7-l5,k7,l5,Knight,0,,31,14,24,19,12,7,9,10
31,red,Qxh8,23,17,30,14,Qh5xh8,h5,h8,Queen,1,,31,14,24,18,12,7,9,9
31,blue,Ra10,24,17,30,14,Ra9-a10,a9,a10,Rook,0,,31,14,24,18,12,7,9,9
31,yellow,Bd9,24,17,30,14,Be10-d9,e10,d9,Bishop,0,,31,14,24,18,12,7,9,9
31,green,Rn9,24,17,30,14,Rn6-n9,n6,n9,Rook,0,,31,14,24,18,12,7,9,9
32,red,Qm8,24,17,30,14,Qh8-m8,h8,m8,Queen,0,,31,14,24,18,12,7,9,9
32,blue,Rc11,24,17,30,14,Rb11-c11,b11,c11,Rook,0,,31,14,24,18,12,7,9,9
32,yellow,Rxk2,24,17,30,14,Rk14xk2,k14,k2,Rook,1,,30,14,24,18,11,7,9,9
32,green,g9=Q,24,17,31,14,h9-g9=D,h9,g9,Queen,0,,30,14,24,26,11,7,9,9
33,red,Qxb8,24,17,31,14,Qm8xb8,m8,b8,Queen,1,,30,13,24,26,11,6,9,9
33,blue,Re11+,25,17,31,14,Rc11-e11+,c11,e11,Rook,0,,30,13,24,26,11,6,9,9
33,yellow,Kf13,25,17,31,14,Ke12-f13,e12,f13,King,0,,30,13,24,26,11,6,9,9
33,green,Qh9,25,17,31,14,Qg9-h9,g9,h9,Queen,0,,30,13,24,26,11,6,9,9
34,red,Qxc9+,25,17,31,14,Qb8xc9+,b8,c9,Queen,1,,30,12,24,26,11,5,9,9
34,blue,Kb11,26,17,31,14,Ka11-b11,a11,b11,King,0,,30,12,24,26,11,5,9,9
34,yellow,Rb7+,26,17,31,14,Rd7-b7+,d7,b7,Rook,0,,30,12,24,26,11,5,9,9
34,green,Bxf12,26,17,31,14,Bl6xNf12,l6,f12,Bishop,1,,30,12,21,26,11,5,8,9
35,red,Qxe11+#,26,17,31,17,Qc9xRe11+#,c9,e11,Queen,1,blue,30,7,21,26,11,4,8,9
35,blue,,51,17,31,17,,,,Pawn,0,,30,7,21,26,11,4,8,9
35,yellow,Nxf12,51,17,31,17,Nh13xBf12,h13,f12,Knight,1,,30,7,21,21,11,4,8,8
35,green,Qh14,51,17,36,17,Qh9-h14,h9,h14,Queen,0,,30,7,21,21,11,4,8,8
36,red,Qe14+,51,17,36,17,Qe11-e14+,e11,e14,Queen,0,,30,7,21,21,11,4,8,8
36,blue,,51,17,36,17,,,,Pawn,0,,30,7,21,21,11,4,8,8
36,yellow,Nxe14,51,17,36,17,Nf12xQe14,f12,e14,Knight,1,,21,7,21,21,10,4,8,8
36,green,Qi13+,51,17,45,17,Qh14-i13+,h14,i13,Queen,0,,21,7,21,21,10,4,8,8
37,red,Rj2,51,17,45,17,Rj1-j2,j1,j2,Rook,0,,21,7,21,21,10,4,8,8
37,blue,,51,17,45,17,,,,Pawn,0,,21,7,21,21,10,4,8,8
37,yellow,Ng13,51,17,45,17,Ne14-g13,e14,g13,Knight,0,,21,7,21,21,10,4,8,8
37,green,Qxi11,51,17,45,17,Qi13xi11,i13,i11,Queen,1,,21,7,20,21,10,4,7,8
38,red,Rxk2,51,17,45,18,Rj2xRk2,j2,k2,Rook,1,,21,7,15,21,10,4,6,8
38,blue,,56,17,45,18,,,,Pawn,0,,21,7,15,21,10,4,6,8
38,yellow,Bxf7,56,17,45,18,Bd9xf7,d9,f7,Bishop,1,,20,7,15,21,9,4,6,8
38,green,Rf9+,56,17,46,18,Rn9-f9+,n9,f9,Rook,0,,20,7,15,21,9,4,6,8
39,red,Rk14,56,17,46,18,Rk2-k14,k2,k14,Rook,0,,20,7,15,21,9,4,6,8
39,blue,,56,17,46,18,,,,Pawn,0,,20,7,15,21,9,4,6,8
39,yellow,Nf11,56,17,46,18,Ng13-f11,g13,f11,Knight,0,,20,7,15,21,9,4,6,8
39,green,Rxf7,56,17,46,18,Rf9xBf7,f9,f7,Rook,1,,20,7,10,21,9,4,5,8
40,red,Rd14,56,17,46,23,Rk14-d14,k14,d14,Rook,0,,20,7,10,21,9,4,5,8
40,blue,,56,17,46,23,,,,Pawn,0,,20,7,10,21,9,4,5,8
40,yellow,Rb9,56,17,46,23,Rb7-b9,b7,b9,Rook,0,,20,7,10,21,9,4,5,8
40,green,Qi13+,56,17,46,23,Qi11-i13+,i11,i13,Queen,0,,20,7,10,21,9,4,5,8
41,red,Bl9,56,17,46,23,Be2-l9,e2,l9,Bishop,0,,20,7,10,21,9,4,5,8
41,blue,,56,17,46,23,,,,Pawn,0,,20,7,10,21,9,4,5,8
41,yellow,Ke12,56,17,46,23,Kf13-e12,f13,e12,King,0,,20,7,10,21,9,4,5,8
41,green,Ql10,56,17,46,23,Qi13-l10,i13,l10,Queen,0,,20,7,10,21,9,4,5,8
42,red,Bg14+,56,17,46,23,Bl9-g14+,l9,g14,Bishop,0,,20,7,10,21,9,4,5,8
42,blue,,56,17,46,23,,,,Pawn,0,,20,7,10,21,9,4,5,8
42,yellow,Ke13,56,17,46,23,Ke12-e13,e12,e13,King,0,,20,7,10,21,9,4,5,8
42,green,Km4,56,17,46,23,Kn5-m4,n5,m4,King,0,,20,7,10,21,9,4,5,8
43,red,Rd11,56,17,46,23,Rd14-d11,d14,d11,Rook,0,,20,7,10,21,9,4,5,8
43,blue,,56,17,46,23,,,,Pawn,0,,20,7,10,21,9,4,5,8
43,yellow,Re9,56,17,46,23,Rb9-e9,b9,e9,Rook,0,,20,7,10,21,9,4,5,8
43,green,Qg5,56,17,46,23,Ql10-g5,l10,g5,Queen,0,,20,7,10,21,9,4,5,8
44,red,Ki2,56,17,46,23,Kh1-i2,h1,i2,King,0,,20,7,10,21,9,4,5,8
44,blue,,56,17,46,23,,,,Pawn,0,,20,7,10,21,9,4,5,8
44,yellow,Rg9,56,17,46,23,Re9-g9,e9,g9,Rook,0,,20,7,10,21,9,4,5,8
44,green,Qj8+,56,17,46,23,Qg5-j8+,g5,j8,Queen,0,,20,7,10,21,9,4,5,8
45,red,h3,56,17,46,23,h2-h3,h2,h3,Pawn,0,,20,7,10,21,9,4,5,8
45,blue,,56,17,46,23,,,,Pawn,0,,20,7,10,21,9,4,5,8
45,yellow,Ke14,56,17,46,23,Ke13-e14,e13,e14,King,0,,20,7,10,21,9,4,5,8
45,green,Rxe7+,56,17,46,23,Rf7xe7+,f7,e7,Rook,1,,20,7,10,21,9,4,5,8
46,red,Ba9,56,17,46,23,Bi1-a9,i1,a9,Bishop,0,,20,7,10,21,9,4,5,8
46,blue,,56,17,46,23,,,,Pawn,0,,20,7,10,21,9,4,5,8
46,yellow,Re9,56,17,46,23,Rg9-e9,g9,e9,Rook,0,,20,7,10,21,9,4,5,8
46,green,Rg7,56,17,46,23,Re7-g7,e7,g7,Rook,0,,20,7,10,21,9,4,5,8
47,red,i4,56,17,46,23,i3-i4,i3,i4,Pawn,0,,20,7,10,21,9,4,5,8
47,blue,,56,17,46,23,,,,Pawn,0,,20,7,10,21,9,4,5,8
47,yellow,Rxa9,56,17,46,23,Re9xBa9,e9,a9,Rook,1,,15,7,10,21,8,4,5,8
47,green,Rg2+,56,17,51,23,Rg7-g2+,g7,g2,Rook,0,,15,7,10,21,8,4,5,8
48,red,Ki3,56,17,51,23,Ki2-i3,i2,i3,King,0,,15,7,10,21,8,4,5,8
48,blue,,56,17,51,23,,,,Pawn,0,,15,7,10,21,8,4,5,8
48,yellow,Kf14,56,17,51,23,Ke14-f14,e14,f14,King,0,,15,7,10,21,8,4,5,8
48,green,Rg10,56,17,51,23,Rg2-g10,g2,g10,Rook,0,,15,7,10,21,8,4,5,8
49,red,Rd14+,56,17,51,23,Rd11-d14+,d11,d14,Rook,0,,15,7,10,21,8,4,5,8
49,blue,,56,17,51,23,,,,Pawn,0,,15,7,10,21,8,4,5,8
49,yellow,Kg13,56,17,51,23,Kf14-g13,f14,g13,King,0,,15,7,10,21,8,4,5,8
49,green,Qxd14,56,17,51,23,Qj8xRd14,j8,d14,Queen,1,,10,7,10,21,7,4,5,8
50,red,Bxc10,56,17,51,28,Bg14xc10,g14,c10,Bishop,1,,10,7,9,21,7,4,4,8
50,blue,,57,17,51,28,,,,Pawn,0,,10,7,9,21,7,4,4,8
50,yellow,Rxa10,57,17,51,28,Ra9xRa10,a9,a10,Rook,1,,10,7,9,21,7,4,4,8
50,green,Qe14,57,17,51,28,Qd14-e14,d14,e14,Queen,0,,10,7,9,21,7,4,4,8
51,red,Bh5,57,17,51,28,Bc10-h5,c10,h5,Bishop,0,,10,7,9,21,7,4,4,8
51,blue,,57,17,51,28,,,,Pawn,0,,10,7,9,21,7,4,4,8
51,yellow,Rxg10,57,17,51,28,Ra10xRg10,a10,g10,Rook,1,,10,7,9,16,7,4,4,7
51,green,Qe7+,57,17,56,28,Qe14-e7+,e14,e7,Queen,0,,10,7,9,16,7,4,4,7
52,red,h4,57,17,56,28,h3-h4,h3,h4,Pawn,0,,10,7,9,16,7,4,4,7
52,blue,,57,17,56,28,,,,Pawn,0,,10,7,9,16,7,4,4,7
52,yellow,Rg3+,57,17,56,28,Rg10-g3+,g10,g3,Rook,0,,10,7,9,16,7,4,4,7
52,green,Qxe4,57,17,56,28,Qe7xe4,e7,e4,Queen,1,,9,7,9,16,6,4,4,7
53,red,Kh2,57,17,56,29,Ki3-h2,i3,h2,King,0,,9,7,9,16,6,4,4,7
53,blue,,57,17,56,29,,,,Pawn,0,,9,7,9,16,6,4,4,7
53,yellow,Rxj3,57,17,56,29,Rg3xj3,g3,j3,Rook,1,,8,7,9,16,5,4,4,7
53,green,Qxh4+,57,17,57,29,Qe4xh4+,e4,h4,Queen,1,,7,7,9,16,4,4,4,7
54,red,Kg2,57,17,57,30,Kh2-g2,h2,g2,King,0,,7,7,9,16,4,4,4,7
54,blue,,57,17,57,30,,,,Pawn,0,,7,7,9,16,4,4,4,7
54,yellow,Rxd3,57,17,57,30,Rj3xd3,j3,d3,Rook,1,,6,7,9,16,3,4,4,7
54,green,k4,57,17,58,30,l4-k4,l4,k4,Pawn,0,,6,7,9,16,3,4,4,7
55,red,Bj7,57,17,58,30,Bh5-j7,h5,j7,Bishop,0,,6,7,9,16,3,4,4,7
55,blue,,57,17,58,30,,,,Pawn,0,,6,7,9,16,3,4,4,7
55,yellow,Re3,57,17,58,30,Rd3-e3,d3,e3,Rook,0,,6,7,9,16,3,4,4,7
55,green,Qxi4+,57,17,58,30,Qh4xi4+,h4,i4,Queen,1,,5,7,9,16,2,4,4,7
56,red,Kh2,57,17,58,31,Kg2-h2,g2,h2,King,0,,5,7,9,16,2,4,4,7
56,blue,,57,17,58,31,,,,Pawn,0,,5,7,9,16,2,4,4,7
56,yellow,Re6,57,17,58,31,Re3-e6,e3,e6,Rook,0,,5,7,9,16,2,4,4,7
56,green,Qj4+,57,17,58,31,Qi4-j4+,i4,j4,Queen,0,,5,7,9,16,2,4,4,7
57,red,Kg3,57,17,58,31,Kh2-g3,h2,g3,King,0,,5,7,9,16,2,4,4,7
57,blue,,57,17,58,31,,,,Pawn,0,,5,7,9,16,2,4,4,7
57,yellow,Re7,57,17,58,31,Re6-e7,e6,e7,Rook,0,,5,7,9,16,2,4,4,7
57,green,Qj6+,57,17,58,31,Qj4-j6+,j4,j6,Queen,0,,5,7,9,16,2,4,4,7
58,red,Kg4,57,17,58,31,Kg3-g4,g3,g4,King,0,,5,7,9,16,2,4,4,7
58,blue,,57,17,58,31,,,,Pawn,0,,5,7,9,16,2,4,4,7
58,yellow,Rg7+,57,17,58,31,Re7-g7+,e7,g7,Rook,0,,5,7,9,16,2,4,4,7
58,green,k6,57,17,58,31,m6-k6,m6,k6,Pawn,0,,5,7,9,16,2,4,4,7
59,red,Kh5,57,17,58,31,Kg4-h5,g4,h5,King,0,,5,7,9,16,2,4,4,7
59,blue,,57,17,58,31,,,,Pawn,0,,5,7,9,16,2,4,4,7
59,yellow,Ng9,57,17,58,31,Nf11-g9,f11,g9,Knight,0,,5,7,9,16,2,4,4,7
59,green,6xj7,57,17,58,31,k6xBj7,k6,j7,Pawn,1,,0,7,9,16,1,4,4,7
60,red,Ki4,57,17,58,36,Kh5-i4,h5,i4,King,0,,0,7,9,16,1,4,4,7
60,blue,,57,17,58,36,,,,Pawn,0,,0,7,9,16,1,4,4,7
60,yellow,Nh7,57,17,58,36,Ng9-h7,g9,h7,Knight,0,,0,7,9,16,1,4,4,7
60,green,Qh8,57,17,58,36,Qj6-h8,j6,h8,Queen,0,,0,7,9,16,1,4,4,7
61,red,Kh5,57,17,58,36,Ki4-h5,i4,h5,King,0,,0,7,9,16,1,4,4,7
61,blue,,57,17,58,36,,,,Pawn,0,,0,7,9,16,1,4,4,7
61,yellow,Re7,57,17,58,36,Rg7-e7,g7,e7,Rook,0,,0,7,9,16,1,4,4,7
61,green,Nm7,57,17,58,36,Nl5-m7,l5,m7,Knight,0,,0,7,9,16,1,4,4,7
62,red,Kg6,57,17,58,36,Kh5-g6,h5,g6,King,0,,0,7,9,16,1,4,4,7
62,blue,,57,17,58,36,,,,Pawn,0,,0,7,9,16,1,4,4,7
62,yellow,Ni5+,57,17,58,36,Nh7-i5+,h7,i5,Knight,0,,0,7,9,16,1,4,4,7
62,green,Qj10+,57,17,58,36,Qh8-j10+,h8,j10,Queen,0,,0,7,9,16,1,4,4,7
63,red,Kh6,57,17,58,36,Kg6-h6,g6,h6,King,0,,0,7,9,16,1,4,4,7
63,blue,,57,17,58,36,,,,Pawn,0,,0,7,9,16,1,4,4,7
63,yellow,Kf13,57,17,58,36,Kg13-f13,g13,f13,King,0,,0,7,9,16,1,4,4,7
63,green,Qf10+,57,17,58,36,Qj10-f10+,j10,f10,Queen,0,,0,7,9,16,1,4,4,7
64,red,Kxi5,57,17,58,36,Kh6xNi5,h6,i5,King,1,,0,7,6,16,1,4,3,7
64,blue,,60,17,58,36,,,,Pawn,0,,0,7,6,16,1,4,3,7
64,yellow,Kg13,60,17,58,36,Kf13-g13,f13,g13,King,0,,0,7,6,16,1,4,3,7
64,green,Qd10++,60,17,58,36,Qf10-d10++,f10,d10,Queen,0,,0,7,6,16,1,4,3,7
65,red,Kh5,60,17,58,37,Ki5-h5,i5,h5,King,0,,0,7,6,16,1,4,3,7
65,blue,,60,17,58,37,,,,Pawn,0,,0,7,6,16,1,4,3,7
65,yellow,Kf13,60,17,58,37,Kg13-f13,g13,f13,King,0,,0,7,6,16,1,4,3,7
65,green,Qf8+,60,17,58,37,Qd10-f8+,d10,f8,Queen,0,,0,7,6,16,1,4,3,7
66,red,Kg6,60,17,58,37,Kh5-g6,h5,g6,King,0,,0,7,6,16,1,4,3,7
