round,player,move,redPoints,bluePoints,yellowPoints,greenPoints,moveNote,origin,destination,piece,capture,checkmate_target,redMaterial,blueMaterial,yellowMaterial,greenMaterial,redNumPieces,blueNumPieces,yellowNumPieces,greenNumPieces
14,yellow,Qxk11,3,0,1,1,Qg7xk11,g7,k11,Queen,1,,43,39,50,42,16,14,15,15
14,green,Nl10,3,0,2,1,Nm8-l10,m8,l10,Knight,0,,43,39,50,42,16,14,15,15
15,red,e4,3,0,2,1,e3-e4,e3,e4,Pawn,0,,43,39,50,42,16,14,15,15
15,blue,Bb7,3,0,2,1,Bd5-b7,d5,b7,Bishop,0,,43,39,50,42,16,14,15,15
15,yellow,f11,3,0,2,1,f13-f11,f13,f11,Pawn,0,,43,39,50,42,16,14,15,15
15,green,h8,3,0,2,1,i8-h8,i8,h8,Pawn,0,,43,39,50,42,16,14,15,15
16,red,Nxd7,3,0,2,1,Ne5xd7,e5,d7,Knight,1,,43,38,50,42,16,13,15,15
16,blue,Bc7,4,0,2,1,Bb8-c7,b8,c7,Bishop,0,,43,38,50,42,16,13,15,15
16,yellow,Bxl6,4,0,2,1,Be13xNl6,e13,l6,Bishop,1,,43,38,50,39,16,13,15,14
16,green,Bxl6,4,0,5,1,Bm7xBl6,m7,l6,Bishop,1,,43,38,45,39,16,13,14,14
17,red,Ne5,4,0,5,6,Nd7-e5,d7,e5,Knight,0,,43,38,45,39,16,13,14,14
17,blue,Bc8,4,0,5,6,Bb7-c8,b7,c8,Bishop,0,,43,38,45,39,16,13,14,14
17,yellow,Re14,4,0,5,6,Rd14-e14,d14,e14,Rook,0,,43,38,45,39,16,13,14,14
17,green,g8=Q,4,0,5,6,h8-g8=D,h8,g8,Queen,0,,43,38,45,47,16,13,14,14
18,red,d5,4,0,5,6,d4-d5,d4,d5,Pawn,0,,43,38,45,47,16,13,14,14
18,blue,Nd6,4,0,5,6,Ne8-d6,e8,d6,Knight,0,,43,38,45,47,16,13,14,14
18,yellow,Qxk9,4,0,5,6,Qk11xk9,k11,k9,Queen,1,,43,38,45,46,16,13,14,13
18,green,Bm10,4,0,6,6,Bn9-m10,n9,m10,Bishop,0,,43,38,45,46,16,13,14,13
19,red,g4,4,0,6,6,g3-g4,g3,g4,Pawn,0,,43,38,45,46,16,13,14,13
19,blue,4xd5,4,0,6,6,c4xd5,c4,d5,Pawn,1,,42,38,45,46,15,13,14,13
19,yellow,Qh12,4,1,6,6,Qk9-h12,k9,h12,Queen,0,,42,38,45,46,15,13,14,13
19,green,i7,4,1,6,6,j7-i7,j7,i7,Pawn,0,,42,38,45,46,15,13,14,13
20,red,Rxd5,4,1,6,6,Rd1xd5,d1,d5,Rook,1,,42,37,45,46,15,12,14,13
20,blue,c5,5,1,6,6,b5-c5,b5,c5,Pawn,0,,42,37,45,46,15,12,14,13
20,yellow,j12,5,1,6,6,j13-j12,j13,j12,Pawn,0,,42,37,45,46,15,12,14,13
20,green,Bxi14,5,1,6,6,Bm10xBi14,m10,i14,Bishop,1,,42,37,40,46,15,12,13,13
21,red,Rd1,5,1,6,11,Rd5-d1,d5,d1,Rook,0,,42,37,40,46,15,12,13,13
21,blue,Nxe4,5,1,6,11,Nd6xe4,d6,e4,Knight,1,,41,37,40,46,14,12,13,13
21,yellow,Rxi14,5,2,6,11,Rk14xBi14,k14,i14,Rook,1,,41,37,40,41,14,12,13,12
21,green,h7,5,2,11,11,i7-h7,i7,h7,Pawn,0,,41,37,40,41,14,12,13,12
22,red,fxe4,5,2,11,11,f3xNe4,f3,e4,Pawn,1,,41,34,40,41,14,11,13,12
22,blue,Bxe5,8,2,11,11,Bc7xNe5,c7,e5,Bishop,1,,38,34,40,41,13,11,13,12
22,yellow,Qh13,8,5,11,11,Qh14-h13,h14,h13,Queen,0,,38,34,40,41,13,11,13,12
22,green,Qd5+,8,5,11,11,Qg8-d5+,g8,d5,Queen,0,,38,34,40,41,13,11,13,12
23,red,exd5,8,5,11,11,e4xQd5,e4,d5,Pawn,1,,38,34,40,32,13,11,13,11
23,blue,Bc7,9,5,11,11,Be5-c7,e5,c7,Bishop,0,,38,34,40,32,13,11,13,11
23,yellow,h10,9,5,11,11,h11-h10,h11,h10,Pawn,0,,38,34,40,32,13,11,13,11
23,green,g7=Q,9,5,11,11,h7-g7=D,h7,g7,Queen,0,,38,34,40,40,13,11,13,11
24,red,Bf3,9,5,11,11,Be2-f3,e2,f3,Bishop,0,,38,34,40,40,13,11,13,11
24,blue,Kb8,9,5,11,11,Ka8-b8,a8,b8,King,0,,38,34,40,40,13,11,13,11
24,yellow,Qf12+,9,5,11,11,Qh12-f12+,h12,f12,Queen,0,,38,34,40,40,13,11,13,11
24,green,Qxd8,9,5,11,11,Qn8xd8,n8,d8,Queen,1,,38,33,40,40,13,10,13,11
25,red,d6,9,5,11,12,d5-d6,d5,d6,Pawn,0,,38,33,40,40,13,10,13,11
25,blue,c9,9,5,11,12,b9-c9,b9,c9,Pawn,0,,38,33,40,40,13,10,13,11
25,yellow,h9,9,5,11,12,h10-h9,h10,h9,Pawn,0,,38,33,40,40,13,10,13,11
25,green,Qh8,9,5,11,12,Qd8-h8,d8,h8,Queen,0,,38,33,40,40,13,10,13,11
26,red,dxc7+,9,5,11,12,d6xBc7+,d6,c7,Pawn,1,,38,28,40,40,13,9,13,11
26,blue,6xc7,14,5,11,12,b6xc7,b6,c7,Pawn,1,,37,28,40,40,12,9,13,11
26,yellow,Qh12,14,6,11,12,Qf12-h12,f12,h12,Queen,0,,37,28,40,40,12,9,13,11
26,green,Rn8,14,6,11,12,Rn11-n8,n11,n8,Rook,0,,37,28,40,40,12,9,13,11
27,red,Bc6,14,6,11,12,Bf3-c6,f3,c6,Bishop,0,,37,28,40,40,12,9,13,11
27,blue,Qa6,14,6,11,12,Qa7-a6,a7,a6,Queen,0,,37,28,40,40,12,9,13,11
27,yellow,Kh14,14,6,11,12,Kg14-h14,g14,h14,King,0,,37,28,40,40,12,9,13,11
27,green,Nj11,14,6,11,12,Nl10-j11,l10,j11,Knight,0,,37,28,40,40,12,9,13,11
28,red,Bxa4,14,6,11,12,Bc6xRa4,c6,a4,Bishop,1,,37,23,40,40,12,8,13,11
28,blue,Qxa4,19,6,11,12,Qa6xBa4,a6,a4,Queen,1,,32,23,40,40,11,8,13,11
28,yellow,Qi11,19,11,11,12,Qh12-i11,h12,i11,Queen,0,,32,23,40,40,11,8,13,11
28,green,Qxc8+,19,11,11,12,Qh8xBc8+,h8,c8,Queen,1,,32,18,40,40,11,7,13,11
29,red,Rd4,19,11,11,17,Rd1-d4,d1,d4,Rook,0,,32,18,40,40,11,7,13,11
29,blue,Ka9,19,11,11,17,Kb8-a9,b8,a9,King,0,,32,18,40,40,11,7,13,11
29,yellow,Qxj11,19,11,11,17,Qi11xNj11,i11,j11,Queen,1,,32,18,40,37,11,7,13,10
29,green,Qxc7+,19,11,14,17,Qg7xc7+,g7,c7,Queen,1,,32,17,40,37,11,6,13,10
30,red,Rb4#,19,11,14,18,Rd4-b4#,d4,b4,Rook,0,blue,32,17,40,37,11,6,13,10
30,blue,,39,11,14,18,,,,Pawn,0,,32,17,40,37,11,6,13,10
30,yellow,Qh11,39,11,14,18,Qj11-h11,j11,h11,Queen,0,,32,17,40,37,11,6,13,10
30,green,Rh8,39,11,14,18,Rn8-h8,n8,h8,Rook,0,,32,17,40,37,11,6,13,10
31,red,g5,39,11,14,18,g4-g5,g4,g5,Pawn,0,,32,17,40,37,11,6,13,10
31,blue,,39,11,14,18,,,,Pawn,0,,32,17,40,37,11,6,13,10
31,yellow,j11,39,11,14,18,j12-j11,j12,j11,Pawn,0,,32,17,40,37,11,6,13,10
31,green,Rn8,39,11,14,18,Rn6-n8,n6,n8,Rook,0,,32,17,40,37,11,6,13,10
32,red,g6,39,11,14,18,g5-g6,g5,g6,Pawn,0,,32,17,40,37,11,6,13,10
32,blue,,39,11,14,18,,,,Pawn,0,,32,17,40,37,11,6,13,10
32,yellow,j10,39,11,14,18,j11-j10,j11,j10,Pawn,0,,32,17,40,37,11,6,13,10
32,green,Qg7,39,11,14,18,Qc7-g7,c7,g7,Queen,0,,32,17,40,37,11,6,13,10
33,red,Rd4,39,11,14,18,Rb4-d4,b4,d4,Rook,0,,32,17,40,37,11,6,13,10
33,blue,,39,11,14,18,,,,Pawn,0,,32,17,40,37,11,6,13,10
33,yellow,Rg14,39,11,14,18,Re14-g14,e14,g14,Rook,0,,32,17,40,37,11,6,13,10
33,green,Rh6,39,11,14,18,Rh8-h6,h8,h6,Rook,0,,32,17,40,37,11,6,13,10
34,red,Rd6,39,11,14,18,Rd4-d6,d4,d6,Rook,0,,32,17,40,37,11,6,13,10
34,blue,,39,11,14,18,,,,Pawn,0,,32,17,40,37,11,6,13,10
34,yellow,Ng11,39,11,14,18,Ni12-g11,i12,g11,Knight,0,,32,17,40,37,11,6,13,10
34,green,Qxj10,39,11,14,18,Qg7xj10,g7,j10,Queen,1,,32,17,39,37,11,6,12,10
35,red,Rf6,39,11,14,19,Rd6-f6,d6,f6,Rook,0,,32,17,39,37,11,6,12,10
35,blue,,39,11,14,19,,,,Pawn,0,,32,17,39,37,11,6,12,10
35,yellow,Ni12,39,11,14,19,Ng11-i12,g11,i12,Knight,0,,32,17,39,37,11,6,12,10
35,green,Qxf6,39,11,14,19,Qj10xRf6,j10,f6,Queen,1,,27,17,39,37,10,6,12,10
36,red,g7,39,11,14,24,g6-g7,g6,g7,Pawn,0,,27,17,39,37,10,6,12,10
36,blue,,39,11,14,24,,,,Pawn,0,,27,17,39,37,10,6,12,10
36,yellow,d10,39,11,14,24,d11-d10,d11,d10,Pawn,0,,27,17,39,37,10,6,12,10
36,green,Rg6,39,11,14,24,Rh6-g6,h6,g6,Rook,0,,27,17,39,37,10,6,12,10
37,red,Qe1,39,11,14,24,Qg1-e1,g1,e1,Queen,0,,27,17,39,37,10,6,12,10
37,blue,,39,11,14,24,,,,Pawn,0,,27,17,39,37,10,6,12,10
37,yellow,Qg12,39,11,14,24,Qh13-g12,h13,g12,Queen,0,,27,17,39,37,10,6,12,10
37,green,Qd8,39,11,14,24,Qc8-d8,c8,d8,Queen,0,,27,17,39,37,10,6,12,10
38,red,Qm9,39,11,14,24,Qe1-m9,e1,m9,Queen,0,,27,17,39,37,10,6,12,10
38,blue,,39,11,14,24,,,,Pawn,0,,27,17,39,37,10,6,12,10
38,yellow,Qxm6+,39,11,14,24,Qh11xm6+,h11,m6,Queen,1,,27,17,39,36,10,6,12,9
38,green,Km4,39,11,15,24,Kn5-m4,n5,m4,King,0,,27,17,39,36,10,6,12,9
39,red,Qxn8,39,11,15,24,Qm9xRn8,m9,n8,Queen,1,,27,17,39,31,10,6,12,8
39,blue,,44,11,15,24,,,,Pawn,0,,27,17,39,31,10,6,12,8
39,yellow,Qh13,44,11,15,24,Qg12-h13,g12,h13,Queen,0,,27,17,39,31,10,6,12,8
39,green,Bxn8,44,11,15,24,Bl6xQn8,l6,n8,Bishop,1,,18,17,39,31,9,6,12,8
40,red,Nk4,44,11,15,33,Ni3-k4,i3,k4,Knight,0,,18,17,39,31,9,6,12,8
40,blue,,44,11,15,33,,,,Pawn,0,,18,17,39,31,9,6,12,8
40,yellow,Qxm5+#,44,11,15,33,Qm6xm5+#,m6,m5,Queen,1,green,18,17,39,30,9,6,12,7
40,green,,44,11,36,33,,,,Pawn,0,,18,17,39,30,9,6,12,7
41,red,Nxm5,44,11,36,33,Nk4xQm5,k4,m5,Knight,1,,18,17,30,30,9,6,11,7
41,blue,,45,11,36,33,,,,Pawn,0,,18,17,30,30,9,6,11,7
41,yellow,dxc9,45,11,36,33,d10xc9,d10,c9,Pawn,1,,18,17,30,30,9,6,11,7
41,green,,45,11,36,33,,,,Pawn,0,,18,17,30,30,9,6,11,7
42,red,Bxf6,45,11,36,33,Bj2xQf6,j2,f6,Bishop,1,,18,17,30,30,9,6,11,7
42,blue,,45,11,36,33,,,,Pawn,0,,18,17,30,30,9,6,11,7
42,yellow,c8,45,11,36,33,c9-c8,c9,c8,Pawn,0,,18,17,30,30,9,6,11,7
42,green,,45,11,36,33,,,,Pawn,0,,18,17,30,30,9,6,11,7
43,red,Bxd8,45,11,36,33,Bf6xQd8,f6,d8,Bishop,1,,18,17,30,30,9,6,11,7
43,blue,,45,11,36,33,,,,Pawn,0,,18,17,30,30,9,6,11,7
43,yellow,Rd14,45,11,36,33,Rg14-d14,g14,d14,Rook,0,,18,17,30,30,9,6,11,7
43,green,,45,11,36,33,,,,Pawn,0,,18,17,30,30,9,6,11,7
44,red,Bc7,45,11,36,33,Bd8-c7,d8,c7,Bishop,0,,18,17,30,30,9,6,11,7
44,blue,,45,11,36,33,,,,Pawn,0,,18,17,30,30,9,6,11,7
44,yellow,Rd7,45,11,36,33,Rd14-d7,d14,d7,Rook,0,,18,17,30,30,9,6,11,7
44,green,,45,11,36,33,,,,Pawn,0,,18,17,30,30,9,6,11,7
45,red,Be9,45,11,36,33,Bc7-e9,c7,e9,Bishop,0,,18,17,30,30,9,6,11,7
45,blue,,45,11,36,33,,,,Pawn,0,,18,17,30,30,9,6,11,7
45,yellow,Rc7,45,11,36,33,Rd7-c7,d7,c7,Rook,0,,18,17,30,30,9,6,11,7
45,green,,45,11,36,33,,,,Pawn,0,,18,17,30,30,9,6,11,7
46,red,Bxc7,45,11,36,33,Be9xRc7,e9,c7,Bishop,1,,18,17,25,30,9,6,10,7
46,blue,,50,11,36,33,,,,Pawn,0,,18,17,25,30,9,6,10,7
46,yellow,Qh10,50,11,36,33,Qh13-h10,h13,h10,Queen,0,,18,17,25,30,9,6,10,7
46,green,,50,11,36,33,,,,Pawn,0,,18,17,25,30,9,6,10,7
47,red,Nk4,50,11,36,33,Nm5-k4,m5,k4,Knight,0,,18,17,25,30,9,6,10,7
47,blue,,50,11,36,33,,,,Pawn,0,,18,17,25,30,9,6,10,7
47,yellow,Qe7,50,11,36,33,Qh10-e7,h10,e7,Queen,0,,18,17,25,30,9,6,10,7
47,green,,50,11,36,33,,,,Pawn,0,,18,17,25,30,9,6,10,7
48,red,Bf10,50,11,36,33,Bc7-f10,c7,f10,Bishop,0,,18,17,25,30,9,6,10,7
48,blue,,50,11,36,33,,,,Pawn,0,,18,17,25,30,9,6,10,7
48,yellow,Qxg7,50,11,36,33,Qe7xg7,e7,g7,Queen,1,,17,17,25,30,8,6,10,7
48,green,,50,11,37,33,,,,Pawn,0,,17,17,25,30,8,6,10,7
49,red,Ni3,50,11,37,33,Nk4-i3,k4,i3,Knight,0,,17,17,25,30,8,6,10,7
49,blue,,50,11,37,33,,,,Pawn,0,,17,17,25,30,8,6,10,7
49,yellow,h8,50,11,37,33,h9-h8,h9,h8,Pawn,0,,17,17,25,30,8,6,10,7
49,green,,50,11,37,33,,,,Pawn,0,,17,17,25,30,8,6,10,7
50,red,Bxh8,50,11,37,33,Bf10xh8,f10,h8,Bishop,1,,17,17,24,30,8,6,9,7
50,blue,,51,11,37,33,,,,Pawn,0,,17,17,24,30,8,6,9,7
50,yellow,Qxh8,51,11,37,33,Qg7xBh8,g7,h8,Queen,1,,12,17,24,30,7,6,9,7
50,green,,51,11,42,33,,,,Pawn,0,,12,17,24,30,7,6,9,7
51,red,Rh1,51,11,42,33,Ri1-h1,i1,h1,Rook,0,,12,17,24,30,7,6,9,7
51,blue,,51,11,42,33,,,,Pawn,0,,12,17,24,30,7,6,9,7
51,yellow,c7=Q,51,11,42,33,c8-c7=D,c8,c7,Queen,0,,12,17,32,30,7,6,9,7
51,green,,51,11,42,33,,,,Pawn,0,,12,17,32,30,7,6,9,7
52,red,h4,51,11,42,33,h3-h4,h3,h4,Pawn,0,,12,17,32,30,7,6,9,7
52,blue,,51,11,42,33,,,,Pawn,0,,12,17,32,30,7,6,9,7
52,yellow,Qc6,51,11,42,33,Qc7-c6,c7,c6,Queen,0,,12,17,32,30,7,6,9,7
52,green,,51,11,42,33,,,,Pawn,0,,12,17,32,30,7,6,9,7
53,red,h5,51,11,42,33,h4-h5,h4,h5,Pawn,0,,12,17,32,30,7,6,9,7
53,blue,,51,11,42,33,,,,Pawn,0,,12,17,32,30,7,6,9,7
53,yellow,Qi7,51,11,42,33,Qh8-i7,h8,i7,Queen,0,,12,17,32,30,7,6,9,7
53,green,,51,11,42,33,,,,Pawn,0,,12,17,32,30,7,6,9,7
54,red,h6,51,11,42,33,h5-h6,h5,h6,Pawn,0,,12,17,32,30,7,6,9,7
54,blue,,51,11,42,33,,,,Pawn,0,,12,17,32,30,7,6,9,7
54,yellow,Qxi3,51,11,42,33,Qi7xNi3,i7,i3,Queen,1,,9,17,32,30,6,6,9,7
54,green,,51,11,45,33,,,,Pawn,0,,9,17,32,30,6,6,9,7
55,red,Ki1,51,11,45,33,Kj1-i1,j1,i1,King,0,,9,17,32,30,6,6,9,7
55,blue,,51,11,45,33,,,,Pawn,0,,9,17,32,30,6,6,9,7
55,yellow,Qd6+,51,11,45,33,Qc6-d6+,c6,d6,Queen,0,,9,17,32,30,6,6,9,7
55,green,,51,11,45,33,,,,Pawn,0,,9,17,32,30,6,6,9,7
56,red,Kj1,51,11,45,33,Ki1-j1,i1,j1,King,0,,9,17,32,30,6,6,9,7
56,blue,,51,11,45,33,,,,Pawn,0,,9,17,32,30,6,6,9,7
56,yellow,Qxg6,51,11,45,33,Qd6xRg6,d6,g6,Queen,1,,9,17,32,30,6,6,9,7
56,green,,51,11,45,33,,,,Pawn,0,,9,17,32,30,6,6,9,7
57,red,h7,51,11,45,33,h6-h7,h6,h7,Pawn,0,,9,17,32,30,6,6,9,7
57,blue,,51,11,45,33,,,,Pawn,0,,9,17,32,30,6,6,9,7
57,yellow,Qf6,51,11,45,33,Qg6-f6,g6,f6,Queen,0,,9,17,32,30,6,6,9,7
57,green,,51,11,45,33,,,,Pawn,0,,9,17,32,30,6,6,9,7
58,red,h8=Q+,51,11,45,33,h7-h8=D+,h7,h8,Queen,0,,17,17,32,30,6,6,9,7
58,blue,,51,11,45,33,,,,Pawn,0,,17,17,32,30,6,6,9,7
58,yellow,Qxh8,51,11,45,33,Qf6xQh8,f6,h8,Queen,1,,8,17,32,30,5,6,9,7
58,green,,51,11,46,33,,,,Pawn,0,,8,17,32,30,5,6,9,7
59,red,Rxh8+,51,11,46,33,Rh1xQh8+,h1,h8,Rook,1,,8,17,23,30,5,6,8,7
59,blue,,52,11,46,33,,,,Pawn,0,,8,17,23,30,5,6,8,7
59,yellow,Kg14,52,11,46,33,Kh14-g14,h14,g14,King,0,,8,17,23,30,5,6,8,7
59,green,,52,11,46,33,,,,Pawn,0,,8,17,23,30,5,6,8,7
60,red,Rh1,52,11,46,33,Rh8-h1,h8,h1,Rook,0,,8,17,23,30,5,6,8,7
60,blue,,52,11,46,33,,,,Pawn,0,,8,17,23,30,5,6,8,7
60,yellow,Rh14,52,11,46,33,Ri14-h14,i14,h14,Rook,0,,8,17,23,30,5,6,8,7
60,green,,52,11,46,33,,,,Pawn,0,,8,17,23,30,5,6,8,7
61,red,Ri1,52,11,46,33,Rh1-i1,h1,i1,Rook,0,,8,17,23,30,5,6,8,7
61,blue,,52,11,46,33,,,,Pawn,0,,8,17,23,30,5,6,8,7
61,yellow,Qf3,52,11,46,33,Qi3-f3,i3,f3,Queen,0,,8,17,23,30,5,6,8,7
61,green,,52,11,46,33,,,,Pawn,0,,8,17,23,30,5,6,8,7
62,red,k4,52,11,46,33,k2-k4,k2,k4,Pawn,0,,8,17,23,30,5,6,8,7
62,blue,,52,11,46,33,,,,Pawn,0,,8,17,23,30,5,6,8,7
62,yellow,Rh1,52,11,46,33,Rh14-h1,h14,h1,Rook,0,,8,17,23,30,5,6,8,7
62,green,,52,11,46,33,,,,Pawn,0,,8,17,23,30,5,6,8,7
63,red,Rxh1,52,11,46,33,Ri1xRh1,i1,h1,Rook,1,,8,17,18,30,5,6,7,7
63,blue,,57,11,46,33,,,,Pawn,0,,8,17,18,30,5,6,7,7
63,yellow,Qxh1+,57,11,46,33,Qf3xRh1+,f3,h1,Queen,1,,3,17,18,30,4,6,7,7
63,green,,57,11,51,33,,,,Pawn,0,,3,17,18,30,4,6,7,7
64,red,Kj2,57,11,51,33,Kj1-j2,j1,j2,King,0,,3,17,18,30,4,6,7,7
64,blue,,57,11,51,33,,,,Pawn,0,,3,17,18,30,4,6,7,7
64,yellow,f10,57,11,51,33,f11-f10,f11,f10,Pawn,0,,3,17,18,30,4,6,7,7
64,green,,57,11,51,33,,,,Pawn,0,,3,17,18,30,4,6,7,7
65,red,k5,57,11,51,33,k4-k5,k4,k5,Pawn,0,,3,17,18,30,4,6,7,7
65,blue,,57,11,51,33,,,,Pawn,0,,3,17,18,30,4,6,7,7
65,yellow,f9,57,11,51,33,f10-f9,f10,f9,Pawn,0,,3,17,18,30,4,6,7,7
65,green,,57,11,51,33,,,,Pawn,0,,3,17,18,30,4,6,7,7
66,red,k6,57,11,51,33,k5-k6,k5,k6,Pawn,0,,3,17,18,30,4,6,7,7
66,blue,,57,11,51,33,,,,Pawn,0,,3,17,18,30,4,6,7,7
66,yellow,f8,57,11,51,33,f9-f8,f9,f8,Pawn,0,,3,17,18,30,4,6,7,7
66,green,,57,11,51,33,,,,Pawn,0,,3,17,18,30,4,6,7,7
67,red,k7,57,11,51,33,k6-k7,k6,k7,Pawn,0,,3,17,18,30,4,6,7,7
67,blue,,57,11,51,33,,,,Pawn,0,,3,17,18,30,4,6,7,7
67,yellow,Qh5,57,11,51,33,Qh1-h5,h1,h5,Queen,0,,3,17,18,30,4,6,7,7
67,green,,57,11,51,33,,,,Pawn,0,,3,17,18,30,4,6,7,7
68,red,i4,57,11,51,33,i2-i4,i2,i4,Pawn,0,,3,17,18,30,4,6,7,7
68,blue,,57,11,51,33,,,,Pawn,0,,3,17,18,30,4,6,7,7
