round,player,move,redPoints,bluePoints,yellowPoints,greenPoints,moveNote,origin,destination,piece,capture,checkmate_target,redMaterial,blueMaterial,yellowMaterial,greenMaterial,redNumPieces,blueNumPieces,yellowNumPieces,greenNumPieces
8,blue,Nc9,5,9,2,22,Na10-c9,a10,c9,Knight,0,,33,37,42,42,12,14,15,15
8,yellow,Bxn4,5,9,2,22,Bk7xRn4,k7,n4,Bishop,1,,33,37,42,37,12,14,15,14
8,green,l6,5,9,7,22,m6-l6,m6,l6,Pawn,0,,33,37,42,37,12,14,15,14
9,red,,5,9,7,22,,,,Pawn,0,,33,37,42,37,12,14,15,14
9,blue,e8,5,9,7,22,d8-e8,d8,e8,Pawn,0,,33,37,42,37,12,14,15,14
9,yellow,g12,5,9,7,22,g13-g12,g13,g12,Pawn,0,,33,37,42,37,12,14,15,14
9,green,k4,5,9,7,22,m4-k4,m4,k4,Pawn,0,,33,37,42,37,12,14,15,14
10,red,,5,9,7,22,,,,Pawn,0,,33,37,42,37,12,14,15,14
10,blue,f8,5,9,7,22,e8-f8,e8,f8,Pawn,0,,33,37,42,37,12,14,15,14
10,yellow,Rd11,5,9,7,22,Rd13-d11,d13,d11,Rook,0,,33,37,42,37,12,14,15,14
10,green,Nl9,5,9,7,22,Nn10-l9,n10,l9,Knight,0,,33,37,42,37,12,14,15,14
11,red,,5,9,7,22,,,,Pawn,0,,33,37,42,37,12,14,15,14
11,blue,Nxd11,5,9,7,22,Nc9xRd11,c9,d11,Knight,1,,33,37,37,37,12,14,14,14
11,yellow,Qxa7+,5,14,7,22,Qh14xQa7+,h14,a7,Queen,1,,33,28,37,37,12,13,14,14
11,green,Bm5,5,14,16,22,Bk3-m5,k3,m5,Bishop,0,,33,28,37,37,12,13,14,14
12,red,,5,14,16,22,,,,Pawn,0,,33,28,37,37,12,13,14,14
12,blue,Kb10,5,14,16,22,Ka9-b10,a9,b10,King,0,,33,28,37,37,12,13,14,14
12,yellow,Qe11,5,14,16,22,Qa7-e11,a7,e11,Queen,0,,33,28,37,37,12,13,14,14
12,green,Bxn4,5,14,16,22,Bm5xBn4,m5,n4,Bishop,1,,33,28,32,37,12,13,13,14
13,red,,5,14,16,27,,,,Pawn,0,,33,28,32,37,12,13,13,14
13,blue,g8,5,14,16,27,f8-g8,f8,g8,Pawn,0,,33,28,32,37,12,13,13,14
13,yellow,Qxd11,5,14,16,27,Qe11xNd11,e11,d11,Queen,1,,33,25,32,37,12,12,13,14
13,green,Bm10,5,14,19,27,Bn9-m10,n9,m10,Bishop,0,,33,25,32,37,12,12,13,14
14,red,,5,14,19,27,,,,Pawn,0,,33,25,32,37,12,12,13,14
14,blue,h8=Q,5,14,19,27,g8-h8=D,g8,h8,Queen,0,,33,33,32,37,12,12,13,14
14,yellow,Nf12,5,14,19,27,Ne14-f12,e14,f12,Knight,0,,33,33,32,37,12,12,13,14
14,green,l8,5,14,19,27,m8-l8,m8,l8,Pawn,0,,33,33,32,37,12,12,13,14
15,red,,5,14,19,27,,,,Pawn,0,,33,33,32,37,12,12,13,14
15,blue,Bg2,5,14,19,27,Bh1-g2,h1,g2,Bishop,0,,33,33,32,37,12,12,13,14
15,yellow,Qf11,5,14,19,27,Qd11-f11,d11,f11,Queen,0,,33,33,32,37,12,12,13,14
15,green,k6,5,14,19,27,l6-k6,l6,k6,Pawn,0,,33,33,32,37,12,12,13,14
16,red,,5,14,19,27,,,,Pawn,0,,33,33,32,37,12,12,13,14
16,blue,Bxf1,5,14,19,27,Bg2xBf1,g2,f1,Bishop,1,,33,33,32,37,12,12,13,14
16,yellow,Nd11+,5,14,19,27,Nf12-d11+,f12,d11,Knight,0,,33,33,32,37,12,12,13,14
16,green,O-O-O,5,14,19,27,O-O-O,n7,n9,King,0,,33,33,32,37,12,12,13,14
17,red,,5,14,19,27,,,,Pawn,0,,33,33,32,37,12,12,13,14
17,blue,Ka10,5,14,19,27,Kb10-a10,b10,a10,King,0,,33,33,32,37,12,12,13,14
17,yellow,Qa6+,5,14,19,27,Qf11-a6+,f11,a6,Queen,0,,33,33,32,37,12,12,13,14
17,green,Nk11,5,14,19,27,Nl9-k11,l9,k11,Knight,0,,33,33,32,37,12,12,13,14
18,red,,5,14,19,27,,,,Pawn,0,,33,33,32,37,12,12,13,14
18,blue,Kb11,5,14,19,27,Ka10-b11,a10,b11,King,0,,33,33,32,37,12,12,13,14
18,yellow,Qd9+,5,14,19,27,Qa6-d9+,a6,d9,Queen,0,,33,33,32,37,12,12,13,14
18,green,Nxj13,5,14,19,27,Nk11xj13,k11,j13,Knight,1,,33,33,31,37,12,12,12,14
19,red,,5,14,19,28,,,,Pawn,0,,33,33,31,37,12,12,12,14
19,blue,Ka10,5,14,19,28,Kb11-a10,b11,a10,King,0,,33,33,31,37,12,12,12,14
19,yellow,Qe10+,5,14,19,28,Qd9-e10+,d9,e10,Queen,0,,33,33,31,37,12,12,12,14
19,green,Bg11,5,14,19,28,Bn4-g11,n4,g11,Bishop,0,,33,33,31,37,12,12,12,14
20,red,,5,14,19,28,,,,Pawn,0,,33,33,31,37,12,12,12,14
20,blue,Kb11,5,14,19,28,Ka10-b11,a10,b11,King,0,,33,33,31,37,12,12,12,14
20,yellow,Qb10+#,5,14,19,28,Qe10-b10+#,e10,b10,Queen,0,blue,33,33,31,37,12,12,12,14
20,green,Bxi13,5,14,39,28,Bg11xi13,g11,i13,Bishop,1,,33,33,30,37,12,12,11,14
21,red,,5,14,39,29,,,,Pawn,0,,33,33,30,37,12,12,11,14
21,blue,,5,14,39,29,,,,Pawn,0,,33,33,30,37,12,12,11,14
21,yellow,Rk13,5,14,39,29,Rk14-k13,k14,k13,Rook,0,,33,33,30,37,12,12,11,14
21,green,Nh12+,5,14,39,29,Nj13-h12+,j13,h12,Knight,0,,33,33,30,37,12,12,11,14
22,red,,5,14,39,29,,,,Pawn,0,,33,33,30,37,12,12,11,14
22,blue,,5,14,39,29,,,,Pawn,0,,33,33,30,37,12,12,11,14
22,yellow,Kg13,5,14,39,29,Kg14-g13,g14,g13,King,0,,33,33,30,37,12,12,11,14
22,green,Nxi14+,5,14,39,29,Nh12xBi14+,h12,i14,Knight,1,,33,33,25,37,12,12,10,14
23,red,,5,14,39,34,,,,Pawn,0,,33,33,25,37,12,12,10,14
23,blue,,5,14,39,34,,,,Pawn,0,,33,33,25,37,12,12,10,14
23,yellow,Kg14,5,14,39,34,Kg13-g14,g13,g14,King,0,,33,33,25,37,12,12,10,14
23,green,Nxk13,5,14,39,34,Ni14xRk13,i14,k13,Knight,1,,33,33,20,37,12,12,9,14
24,red,,5,14,39,39,,,,Pawn,0,,33,33,20,37,12,12,9,14
24,blue,,5,14,39,39,,,,Pawn,0,,33,33,20,37,12,12,9,14
24,yellow,e11,5,14,39,39,e12-e11,e12,e11,Pawn,0,,33,33,20,37,12,12,9,14
24,green,Qxj14+,5,14,39,39,Qj2xNj14+,j2,j14,Queen,1,,33,33,17,37,12,12,8,14
25,red,,5,14,39,42,,,,Pawn,0,,33,33,17,37,12,12,8,14
25,blue,,5,14,39,42,,,,Pawn,0,,33,33,17,37,12,12,8,14
25,yellow,Kg13,5,14,39,42,Kg14-g13,g14,g13,King,0,,33,33,17,37,12,12,8,14
25,green,Qh14+#,5,14,39,62,Qj14-h14+#,j14,h14,Queen,0,yellow,33,33,17,37,12,12,8,14
